Timestamp,Fp1,Fp2,F7,F8,T3,T4,T5,T6,O1,O2
0.0,-0.36639333299932036,-1.2616839804910172,-0.15328854920192006,-1.2773044835203595,-0.09261146885272763,0.9457171067409103,0.5160116944750281,-0.4135985088394509,0.8637527301520532,0.5216451097242675
0.1,5.7008257212869236,5.20836972486177,4.009865865543728,6.676807089562171,6.847444283721371,5.150542362038265,5.392820748902627,5.582629122404758,5.357971419229163,5.648938346993183
0.2,8.212894784547089,9.487374811833597,11.628137403114838,9.982787474465427,9.914023885555011,9.901911380843528,8.974090827773475,10.172105088664159,9.36978030327873,10.070090649943392
0.30000000000000004,10.555156079200707,10.114907729058668,8.798520181015425,9.176517065044928,10.188541222574656,10.967660452630948,8.176549672657794,9.930067930294417,9.24964428566262,8.795768795264625
0.4,6.643100366266859,5.908801322301143,5.504230557987221,5.188654268601348,6.290610893798273,6.005864434731228,5.878748348475015,6.606602156978552,6.073135347420131,6.795802804146668
0.5,1.687120870335121,-1.4027032972720694,-0.17350540446567456,0.784552898872305,2.3352258978013185,1.3911881735917992,-0.3064747924349898,0.23712297912375815,-1.600804338210928,0.21632351875566885
0.6000000000000001,-5.59193567081901,-6.2344635712484875,-5.952160464543928,-4.977915906029686,-4.03079438856758,-4.810325474880557,-6.624919008853559,-6.097131300589817,-6.167674590374193,-6.807518179844041
0.7000000000000001,-10.774391070925645,-8.989418892605489,-10.09884664169226,-9.993523136467287,-9.822355348406065,-8.742944361807025,-8.781698895044102,-9.941506180766357,-8.878305006453061,-10.207122314388888
0.8,-9.49664089919836,-10.956189914898577,-9.640238257986308,-10.099809330005137,-7.588201954911357,-8.705759242204097,-9.658981796706556,-9.274601497535471,-9.895447142407354,-9.474024032442419
0.9,-6.51317072214059,-6.984818465923043,-6.220036176092732,-6.068764415552986,-6.1797799361562085,-4.366402302213972,-6.274597757915898,-5.33097388253155,-5.690121759407286,-6.6752323455030185
1.0,-1.913163508280598,-0.869948795955191,-1.2197459137376605,-1.5883266480346796,0.37068871018849164,1.6159173035198011,0.3726959374387521,-0.21377364435596766,0.24115981679884735,0.670540534423763
1.1,6.38765768648713,5.843442303039422,6.888668018310582,5.545599973321059,5.666367962880259,4.791054240600898,4.916072622528558,4.534328955332046,3.9396240329460435,4.9576922085826665
